Fiscal Year,Fiscal Quarter,Service Line,Service,Sub Service,Train Number,Arrival Station Code,Arrival Station Name,Total Detraining Customers,Late Detraining Customers,Avg Min Late (Lt CS),Avg Min Late (Lt C)
2024,1,State Supported,Empire,Adirondack,69,PLB,"Plattsburgh, New York",1414,261,47.0,
2024,1,State Supported,Empire,Adirondack,69,POH,"Port Henry, New York",105,29,35.0,
2024,1,State Supported,Empire,Adirondack,69,POU,"Poughkeepsie, New York",820,71,34.0,
2024,1,State Supported,Empire,Adirondack,69,RHI,"Rhinecliff, New York",1558,186,32.0,
2024,1,State Supported,Empire,Adirondack,69,RSP,"Rouses Point, New York",117,18,34.0,
2024,1,State Supported,Empire,Adirondack,69,SAR,"Saratoga Springs, New York",1899,354,35.0,
2024,1,State Supported,Empire,Adirondack,69,SDY,"Schenectady, New York",685,110,28.0,
2024,1,State Supported,Empire,Adirondack,69,SLQ,"St-Lambert, Quebec",271,53,67.0,
2024,1,State Supported,Empire,Adirondack,69,WHL,"Whitehall, New York",108,23,32.0,
2024,1,State Supported,Empire,Adirondack,69,WSP,"Westport, New York",392,107,41.0,
2024,1,State Supported,Empire,Adirondack,69,YNY,"Yonkers, New York",50,4,27.0,
2024,1,State Supported,Empire,Berkshire Flyer,1235,ALB,"Albany-Rensselaer, New York",108,0,,
2024,1,State Supported,Empire,Berkshire Flyer,1235,CRT,"Croton Harmon, New York",2,0,,
2024,1,State Supported,Empire,Berkshire Flyer,1235,HUD,"Hudson, New York",115,0,,
2024,1,State Supported,Empire,Berkshire Flyer,1235,PIT,"Pittsfield, Massachusetts",19,0,,
2024,1,State Supported,Empire,Berkshire Flyer,1235,POU,"Poughkeepsie, New York",16,0,,
2024,1,State Supported,Empire,Berkshire Flyer,1235,RHI,"Rhinecliff, New York",54,0,,
2024,1,State Supported,Empire,Berkshire Flyer,1244,ALB,"Albany-Rensselaer, New York",1,1,25.0,
2024,1,State Supported,Empire,Berkshire Flyer,1244,CRT,"Croton Harmon, New York",4,4,50.0,
2024,1,State Supported,Empire,Berkshire Flyer,1244,HUD,"Hudson, New York",4,4,20.0,
2024,1,State Supported,Empire,Berkshire Flyer,1244,NYP,"NY Moynihan Train Hall at Penn Station, New York",593,593,56.0,
2024,1,State Supported,Empire,Berkshire Flyer,1244,POU,"Poughkeepsie, New York",4,4,36.0,
2024,1,State Supported,Empire,Berkshire Flyer,1244,RHI,"Rhinecliff, New York",4,4,27.0,
2024,1,State Supported,Empire,Berkshire Flyer,1244,YNY,"Yonkers, New York",9,9,40.0,
2024,1,State Supported,Empire,Berkshire Flyer,1245,PIT,"Pittsfield, Massachusetts",6,6,61.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,ALB,"Albany-Rensselaer, New York",495,305,31.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,CNV,"Castleton, Vermont",42,1,16.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,CRT,"Croton Harmon, New York",747,566,48.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,FED,"Fort Edward-Glens Falls, New York",21,11,23.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,HUD,"Hudson, New York",181,110,37.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,MBY,"Middlebury (Amtrak Station), VT",109,1,55.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,NYP,"NY Moynihan Train Hall at Penn Station, New York",20346,8566,51.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,POU,"Poughkeepsie, New York",641,391,38.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,RHI,"Rhinecliff, New York",194,116,35.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,RUD,"Rutland, Vermont",130,2,27.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,SAR,"Saratoga Springs, New York",187,77,27.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,SDY,"Schenectady, New York",390,114,29.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,VRN,"Ferrisburgh-Vergennes, Vermont",23,2,16.0,
2024,1,State Supported,Empire,Ethan Allen Express,290,YNY,"Yonkers, New York",905,554,55.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,ALB,"Albany-Rensselaer, New York",6872,663,52.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,BTN,"Burlington (Union Station), VT",2872,384,55.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,CNV,"Castleton, Vermont",306,116,45.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,CRT,"Croton Harmon, New York",199,9,80.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,FED,"Fort Edward-Glens Falls, New York",648,220,41.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,HUD,"Hudson, New York",2491,433,30.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,MBY,"Middlebury (Amtrak Station), VT",1052,196,49.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,POU,"Poughkeepsie, New York",839,75,39.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,RHI,"Rhinecliff, New York",1725,91,68.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,RUD,"Rutland, Vermont",1520,333,49.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,SAR,"Saratoga Springs, New York",2690,336,59.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,SDY,"Schenectady, New York",1176,96,55.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,VRN,"Ferrisburgh-Vergennes, Vermont",379,87,68.0,
2024,1,State Supported,Empire,Ethan Allen Express,291,YNY,"Yonkers, New York",73,4,63.0,
2024,1,State Supported,Empire,Maple Leaf,63,ALB,"Albany-Rensselaer, New York",4319,369,69.0,
2024,1,State Supported,Empire,Maple Leaf,63,AMS,"Amsterdam, New York",212,61,64.0,
2024,1,State Supported,Empire,Maple Leaf,63,BFX,"Buffalo (Exchange Street Station), New York",2608,869,43.0,
2024,1,State Supported,Empire,Maple Leaf,63,BUF,"Buffalo-Depew, New York",3728,1095,39.0,
2024,1,State Supported,Empire,Maple Leaf,63,CBN,Canadian Border New York,5574,458,70.0,
2024,1,State Supported,Empire,Maple Leaf,63,CRT,"Croton Harmon, New York",31,1,303.0,
2024,1,State Supported,Empire,Maple Leaf,63,HUD,"Hudson, New York",1176,152,62.0,
2024,1,State Supported,Empire,Maple Leaf,63,NFL,"Niagara Falls, New York, United States",1498,100,114.0,
2024,1,State Supported,Empire,Maple Leaf,63,NFS,"Niagara Falls, Ontario, Canada",2640,264,70.0,
2024,1,State Supported,Empire,Maple Leaf,63,POU,"Poughkeepsie, New York",490,28,34.0,
2024,1,State Supported,Empire,Maple Leaf,63,RHI,"Rhinecliff, New York",1026,86,47.0,
2024,1,State Supported,Empire,Maple Leaf,63,ROC,"Rochester (Louise M. Slaughter Station), New York",3946,1598,47.0,
2024,1,State Supported,Empire,Maple Leaf,63,ROM,"Rome, New York",265,151,35.0,
2024,1,State Supported,Empire,Maple Leaf,63,SDY,"Schenectady, New York",524,132,49.0,
2024,1,State Supported,Empire,Maple Leaf,63,SYR,"Syracuse (Amtrak), New York",3232,952,38.0,
2024,1,State Supported,Empire,Maple Leaf,63,UCA,"Utica, New York",1272,490,35.0,
2024,1,State Supported,Empire,Maple Leaf,63,YNY,"Yonkers, New York",21,0,,
2024,1,State Supported,Empire,Maple Leaf,64,ALB,"Albany-Rensselaer, New York",3161,781,35.0,
2024,1,State Supported,Empire,Maple Leaf,64,AMS,"Amsterdam, New York",325,162,39.0,
2024,1,State Supported,Empire,Maple Leaf,64,BFX,"Buffalo (Exchange Street Station), New York",321,120,6.0,
2024,1,State Supported,Empire,Maple Leaf,64,BUF,"Buffalo-Depew, New York",413,225,25.0,
2024,1,State Supported,Empire,Maple Leaf,64,CRT,"Croton Harmon, New York",1095,246,46.0,
2024,1,State Supported,Empire,Maple Leaf,64,HUD,"Hudson, New York",331,72,42.0,
2024,1,State Supported,Empire,Maple Leaf,64,NFL,"Niagara Falls, New York, United States",112,56,5.0,
2024,1,State Supported,Empire,Maple Leaf,64,NYP,"NY Moynihan Train Hall at Penn Station, New York",18196,4901,33.0,
2024,1,State Supported,Empire,Maple Leaf,64,POU,"Poughkeepsie, New York",1204,300,37.0,
2024,1,State Supported,Empire,Maple Leaf,64,RHI,"Rhinecliff, New York",250,59,40.0,
2024,1,State Supported,Empire,Maple Leaf,64,ROC,"Rochester (Louise M. Slaughter Station), New York",1612,645,18.0,
2024,1,State Supported,Empire,Maple Leaf,64,ROM,"Rome, New York",162,69,37.0,
2024,1,State Supported,Empire,Maple Leaf,64,SDY,"Schenectady, New York",1046,256,38.0,
2024,1,State Supported,Empire,Maple Leaf,64,SYR,"Syracuse (Amtrak), New York",2204,992,32.0,
2024,1,State Supported,Empire,Maple Leaf,64,UCA,"Utica, New York",959,442,41.0,
2024,1,State Supported,Empire,Maple Leaf,64,YNY,"Yonkers, New York",1213,286,51.0,
2024,1,State Supported,Empire,New York - Albany,232,CRT,"Croton Harmon, New York",198,88,30.0,
2024,1,State Supported,Empire,New York - Albany,232,HUD,"Hudson, New York",32,0,,
2024,1,State Supported,Empire,New York - Albany,232,NYP,"NY Moynihan Train Hall at Penn Station, New York",13764,1164,86.0,
2024,1,State Supported,Empire,New York - Albany,232,RHI,"Rhinecliff, New York",24,2,,
2024,1,State Supported,Empire,New York - Albany,233,ALB,"Albany-Rensselaer, New York",11156,3673,42.0,
2024,1,State Supported,Empire,New York - Albany,233,CRT,"Croton Harmon, New York",224,14,64.0,
2024,1,State Supported,Empire,New York - Albany,233,HUD,"Hudson, New York",4336,2531,31.0,
2024,1,State Supported,Empire,New York - Albany,233,POU,"Poughkeepsie, New York",1231,387,53.0,
2024,1,State Supported,Empire,New York - Albany,233,RHI,"Rhinecliff, New York",2845,995,37.0,
2024,1,State Supported,Empire,New York - Albany,233,YNY,"Yonkers, New York",110,1,49.0,
2024,1,State Supported,Empire,New York - Albany,234,CRT,"Croton Harmon, New York",161,29,44.0,
2024,1,State Supported,Empire,New York - Albany,234,HUD,"Hudson, New York",52,0,,
2024,1,State Supported,Empire,New York - Albany,234,NYP,"NY Moynihan Train Hall at Penn Station, New York",15052,2388,43.0,
2024,1,State Supported,Empire,New York - Albany,234,POU,"Poughkeepsie, New York",179,7,59.0,
2024,1,State Supported,Empire,New York - Albany,234,RHI,"Rhinecliff, New York",44,1,44.0,
2024,1,State Supported,Empire,New York - Albany,234,YNY,"Yonkers, New York",164,24,26.0,
2024,1,State Supported,Empire,New York - Albany,235,ALB,"Albany-Rensselaer, New York",9179,1441,47.0,
2024,1,State Supported,Empire,New York - Albany,235,CRT,"Croton Harmon, New York",163,8,50.0,
2024,1,State Supported,Empire,New York - Albany,235,HUD,"Hudson, New York",3332,460,47.0,
2024,1,State Supported,Empire,New York - Albany,235,POU,"Poughkeepsie, New York",769,96,41.0,
2024,1,State Supported,Empire,New York - Albany,235,RHI,"Rhinecliff, New York",2100,286,43.0,
2024,1,State Supported,Empire,New York - Albany,235,YNY,"Yonkers, New York",64,3,171.0,
2024,1,State Supported,Empire,New York - Albany,236,CRT,"Croton Harmon, New York",315,32,31.0,
2024,1,State Supported,Empire,New York - Albany,236,HUD,"Hudson, New York",33,2,14.0,
2024,1,State Supported,Empire,New York - Albany,236,NYP,"NY Moynihan Train Hall at Penn Station, New York",16341,1252,46.0,
2024,1,State Supported,Empire,New York - Albany,236,POU,"Poughkeepsie, New York",259,18,40.0,
2024,1,State Supported,Empire,New York - Albany,236,RHI,"Rhinecliff, New York",34,1,19.0,
2024,1,State Supported,Empire,New York - Albany,236,YNY,"Yonkers, New York",229,43,29.0,
2024,1,State Supported,Empire,New York - Albany,237,ALB,"Albany-Rensselaer, New York",7725,255,64.0,
2024,1,State Supported,Empire,New York - Albany,237,CRT,"Croton Harmon, New York",261,2,121.0,
2024,1,State Supported,Empire,New York - Albany,237,HUD,"Hudson, New York",3642,272,28.0,
2024,1,State Supported,Empire,New York - Albany,237,POU,"Poughkeepsie, New York",750,12,136.0,
2024,1,State Supported,Empire,New York - Albany,237,RHI,"Rhinecliff, New York",2918,58,39.0,
2024,1,State Supported,Empire,New York - Albany,238,CRT,"Croton Harmon, New York",446,108,26.0,
2024,1,State Supported,Empire,New York - Albany,238,HUD,"Hudson, New York",87,6,34.0,
2024,1,State Supported,Empire,New York - Albany,238,NYP,"NY Moynihan Train Hall at Penn Station, New York",18639,2039,31.0,
2024,1,State Supported,Empire,New York - Albany,238,POU,"Poughkeepsie, New York",504,66,28.0,
2024,1,State Supported,Empire,New York - Albany,238,RHI,"Rhinecliff, New York",67,8,40.0,
2024,1,State Supported,Empire,New York - Albany,238,YNY,"Yonkers, New York",496,84,29.0,
2024,1,State Supported,Empire,New York - Albany,239,ALB,"Albany-Rensselaer, New York",7405,667,33.0,
2024,1,State Supported,Empire,New York - Albany,239,CRT,"Croton Harmon, New York",437,35,34.0,
2024,1,State Supported,Empire,New York - Albany,239,HUD,"Hudson, New York",3137,564,29.0,
2024,1,State Supported,Empire,New York - Albany,239,POU,"Poughkeepsie, New York",818,93,30.0,
2024,1,State Supported,Empire,New York - Albany,239,RHI,"Rhinecliff, New York",2641,321,31.0,
2024,1,State Supported,Empire,New York - Albany,240,CRT,"Croton Harmon, New York",196,47,26.0,
2024,1,State Supported,Empire,New York - Albany,240,HUD,"Hudson, New York",52,2,18.0,
2024,1,State Supported,Empire,New York - Albany,240,NYP,"NY Moynihan Train Hall at Penn Station, New York",14821,1339,24.0,
2024,1,State Supported,Empire,New York - Albany,240,POU,"Poughkeepsie, New York",268,22,23.0,
2024,1,State Supported,Empire,New York - Albany,240,RHI,"Rhinecliff, New York",34,3,20.0,
2024,1,State Supported,Empire,New York - Albany,240,YNY,"Yonkers, New York",432,79,26.0,
2024,1,State Supported,Empire,New York - Albany,241,ALB,"Albany-Rensselaer, New York",12750,1171,45.0,
2024,1,State Supported,Empire,New York - Albany,241,CRT,"Croton Harmon, New York",341,40,42.0,
2024,1,State Supported,Empire,New York - Albany,241,HUD,"Hudson, New York",3176,713,31.0,
2024,1,State Supported,Empire,New York - Albany,241,POU,"Poughkeepsie, New York",1353,144,43.0,
2024,1,State Supported,Empire,New York - Albany,241,RHI,"Rhinecliff, New York",2668,299,39.0,
2024,1,State Supported,Empire,New York - Albany,241,YNY,"Yonkers, New York",149,14,29.0,
2024,1,State Supported,Empire,New York - Albany,243,ALB,"Albany-Rensselaer, New York",6516,915,27.0,
2024,1,State Supported,Empire,New York - Albany,243,CRT,"Croton Harmon, New York",226,19,22.0,
2024,1,State Supported,Empire,New York - Albany,243,HUD,"Hudson, New York",1781,343,31.0,
2024,1,State Supported,Empire,New York - Albany,243,POU,"Poughkeepsie, New York",865,101,30.0,
2024,1,State Supported,Empire,New York - Albany,243,RHI,"Rhinecliff, New York",1709,285,29.0,
2024,1,State Supported,Empire,New York - Albany,243,YNY,"Yonkers, New York",67,7,19.0,
2024,1,State Supported,Empire,New York - Albany,244,CRT,"Croton Harmon, New York",440,23,31.0,
2024,1,State Supported,Empire,New York - Albany,244,HUD,"Hudson, New York",140,2,28.0,
2024,1,State Supported,Empire,New York - Albany,244,NYP,"NY Moynihan Train Hall at Penn Station, New York",15901,1918,36.0,
2024,1,State Supported,Empire,New York - Albany,244,POU,"Poughkeepsie, New York",539,21,30.0,
2024,1,State Supported,Empire,New York - Albany,244,RHI,"Rhinecliff, New York",124,0,,
2024,1,State Supported,Empire,New York - Albany,246,CRT,"Croton Harmon, New York",11,0,,
2024,1,State Supported,Empire,New York - Albany,246,HUD,"Hudson, New York",3,0,,
2024,1,State Supported,Empire,New York - Albany,246,NYP,"NY Moynihan Train Hall at Penn Station, New York",560,0,,
2024,1,State Supported,Empire,New York - Albany,246,POU,"Poughkeepsie, New York",15,0,,
2024,1,State Supported,Empire,New York - Albany,246,RHI,"Rhinecliff, New York",3,0,,
2024,1,State Supported,Empire,New York - Albany,246,YNY,"Yonkers, New York",17,0,,
2024,1,State Supported,Empire,New York - Albany,250,CRT,"Croton Harmon, New York",53,0,,
2024,1,State Supported,Empire,New York - Albany,250,HUD,"Hudson, New York",3,0,,
2024,1,State Supported,Empire,New York - Albany,250,NYP,"NY Moynihan Train Hall at Penn Station, New York",6509,407,52.0,
2024,1,State Supported,Empire,New York - Albany,250,POU,"Poughkeepsie, New York",44,1,195.0,
2024,1,State Supported,Empire,New York - Albany,250,RHI,"Rhinecliff, New York",3,0,,
2024,1,State Supported,Empire,New York - Albany,250,YNY,"Yonkers, New York",119,11,24.0,
2024,1,State Supported,Empire,New York - Albany,253,ALB,"Albany-Rensselaer, New York",4643,479,18.0,
2024,1,State Supported,Empire,New York - Albany,253,CRT,"Croton Harmon, New York",141,4,27.0,
2024,1,State Supported,Empire,New York - Albany,253,HUD,"Hudson, New York",1013,184,21.0,
2024,1,State Supported,Empire,New York - Albany,253,POU,"Poughkeepsie, New York",479,90,21.0,
2024,1,State Supported,Empire,New York - Albany,253,RHI,"Rhinecliff, New York",822,131,20.0,
2024,1,State Supported,Empire,New York - Albany,253,YNY,"Yonkers, New York",41,0,,
2024,1,State Supported,Empire,New York - Albany,256,CRT,"Croton Harmon, New York",46,11,22.0,
2024,1,State Supported,Empire,New York - Albany,256,HUD,"Hudson, New York",17,0,,
2024,1,State Supported,Empire,New York - Albany,256,NYP,"NY Moynihan Train Hall at Penn Station, New York",2419,209,21.0,
2024,1,State Supported,Empire,New York - Albany,256,POU,"Poughkeepsie, New York",49,4,22.0,
2024,1,State Supported,Empire,New York - Albany,256,RHI,"Rhinecliff, New York",17,0,,
2024,1,State Supported,Empire,New York - Albany,256,YNY,"Yonkers, New York",60,28,23.0,
2024,1,State Supported,Empire,New York - Albany,259,ALB,"Albany-Rensselaer, New York",3656,85,88.0,
2024,1,State Supported,Empire,New York - Albany,259,CRT,"Croton Harmon, New York",66,1,98.0,
2024,1,State Supported,Empire,New York - Albany,259,HUD,"Hudson, New York",472,51,50.0,
2024,1,State Supported,Empire,New York - Albany,259,POU,"Poughkeepsie, New York",454,8,94.0,
2024,1,State Supported,Empire,New York - Albany,259,RHI,"Rhinecliff, New York",396,17,95.0,
2024,1,State Supported,Empire,New York - Albany,259,YNY,"Yonkers, New York",37,0,,
2024,1,State Supported,Empire,New York - Albany,260,CRT,"Croton Harmon, New York",74,12,33.0,
2024,1,State Supported,Empire,New York - Albany,260,HUD,"Hudson, New York",9,0,,
2024,1,State Supported,Empire,New York - Albany,260,NYP,"NY Moynihan Train Hall at Penn Station, New York",7543,1713,24.0,
2024,1,State Supported,Empire,New York - Albany,260,POU,"Poughkeepsie, New York",166,9,45.0,
2024,1,State Supported,Empire,New York - Albany,260,RHI,"Rhinecliff, New York",17,3,30.0,
2024,1,State Supported,Empire,New York - Albany,260,YNY,"Yonkers, New York",93,20,39.0,
2024,1,State Supported,Empire,New York - Albany,261,ALB,"Albany-Rensselaer, New York",620,75,38.0,
2024,1,State Supported,Empire,New York - Albany,261,CRT,"Croton Harmon, New York",20,0,,
2024,1,State Supported,Empire,New York - Albany,261,HUD,"Hudson, New York",78,9,45.0,
2024,1,State Supported,Empire,New York - Albany,261,POU,"Poughkeepsie, New York",62,3,26.0,
2024,1,State Supported,Empire,New York - Albany,261,RHI,"Rhinecliff, New York",87,5,44.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,ALB,"Albany-Rensselaer, New York",1498,311,33.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,AMS,"Amsterdam, New York",104,9,36.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,BFX,"Buffalo (Exchange Street Station), New York",6,0,,
2024,1,State Supported,Empire,New York - Niagara Falls,280,BUF,"Buffalo-Depew, New York",6,0,,
2024,1,State Supported,Empire,New York - Niagara Falls,280,CRT,"Croton Harmon, New York",580,216,35.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,HUD,"Hudson, New York",220,62,37.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,NYP,"NY Moynihan Train Hall at Penn Station, New York",26109,5024,43.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,POU,"Poughkeepsie, New York",835,125,42.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,RHI,"Rhinecliff, New York",106,22,31.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,ROC,"Rochester (Louise M. Slaughter Station), New York",129,1,19.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,ROM,"Rome, New York",54,1,26.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,SDY,"Schenectady, New York",517,69,43.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,SYR,"Syracuse (Amtrak), New York",309,6,29.0,
2024,1,State Supported,Empire,New York - Niagara Falls,280,UCA,"Utica, New York",371,30,38.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,ALB,"Albany-Rensselaer, New York",6169,1906,38.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,AMS,"Amsterdam, New York",337,94,50.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,BFX,"Buffalo (Exchange Street Station), New York",2224,453,51.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,BUF,"Buffalo-Depew, New York",4074,792,64.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,CRT,"Croton Harmon, New York",147,1,41.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,HUD,"Hudson, New York",2507,679,47.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,NFL,"Niagara Falls, New York, United States",1384,201,60.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,POU,"Poughkeepsie, New York",1040,194,34.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,RHI,"Rhinecliff, New York",1913,399,40.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,ROC,"Rochester (Louise M. Slaughter Station), New York",5143,1526,55.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,ROM,"Rome, New York",349,150,45.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,SDY,"Schenectady, New York",857,154,55.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,SYR,"Syracuse (Amtrak), New York",4384,1593,50.0,
2024,1,State Supported,Empire,New York - Niagara Falls,281,UCA,"Utica, New York",1717,629,45.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,ALB,"Albany-Rensselaer, New York",7630,2760,29.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,AMS,"Amsterdam, New York",492,109,34.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,BFX,"Buffalo (Exchange Street Station), New York",1919,367,35.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,BUF,"Buffalo-Depew, New York",3318,763,34.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,CRT,"Croton Harmon, New York",214,11,36.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,HUD,"Hudson, New York",2501,868,30.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,NFL,"Niagara Falls, New York, United States",676,103,38.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,POU,"Poughkeepsie, New York",1019,227,26.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,RHI,"Rhinecliff, New York",1784,466,29.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,ROC,"Rochester (Louise M. Slaughter Station), New York",4402,1411,32.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,ROM,"Rome, New York",372,159,29.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,SDY,"Schenectady, New York",789,131,30.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,SYR,"Syracuse (Amtrak), New York",4016,859,29.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,UCA,"Utica, New York",2167,730,28.0,
2024,1,State Supported,Empire,New York - Niagara Falls,283,YNY,"Yonkers, New York",102,8,22.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,ALB,"Albany-Rensselaer, New York",2405,655,29.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,AMS,"Amsterdam, New York",222,43,31.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,BFX,"Buffalo (Exchange Street Station), New York",12,0,,
2024,1,State Supported,Empire,New York - Niagara Falls,284,BUF,"Buffalo-Depew, New York",78,0,,
2024,1,State Supported,Empire,New York - Niagara Falls,284,CRT,"Croton Harmon, New York",1096,148,46.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,HUD,"Hudson, New York",293,44,52.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,NYP,"NY Moynihan Train Hall at Penn Station, New York",23373,2741,61.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,POU,"Poughkeepsie, New York",1076,76,87.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,RHI,"Rhinecliff, New York",222,21,39.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,ROC,"Rochester (Louise M. Slaughter Station), New York",469,5,30.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,ROM,"Rome, New York",82,8,25.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,SDY,"Schenectady, New York",820,154,26.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,SYR,"Syracuse (Amtrak), New York",1023,52,39.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,UCA,"Utica, New York",439,82,28.0,
2024,1,State Supported,Empire,New York - Niagara Falls,284,YNY,"Yonkers, New York",1143,171,55.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,ADM,"Ardmore, Oklahoma",466,64,36.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,DAL,"Dallas (Eddie Bernice Johnson Union Station), Texas",94,0,,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,FTW,"Fort Worth, Texas",9626,2994,49.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,GLE,"Gainesville, Texas",697,246,37.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,NOR,"Norman, Oklahoma",80,1,98.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,PUR,"Purcell, Oklahoma",18,0,,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,821,PVL,"Pauls Valley, Oklahoma",130,32,45.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,ADM,"Ardmore, Oklahoma",450,144,48.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,FTW,"Fort Worth, Texas",3,0,,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,GLE,"Gainesville, Texas",343,129,38.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,NOR,"Norman, Oklahoma",1806,837,39.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,OKC,"Oklahoma City, Oklahoma",6999,1419,61.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,PUR,"Purcell, Oklahoma",183,92,48.0,
2024,1,State Supported,Heartland Flyer,Heartland Flyer,822,PVL,"Pauls Valley, Oklahoma",399,200,37.0,
2024,1,State Supported,Hiawatha,Hiawatha,329,GLN,"Glenview, Illinois",28,1,41.0,
2024,1,State Supported,Hiawatha,Hiawatha,329,MKA,"Milwaukee Airport (Trains), Wisconsin",246,12,41.0,
2024,1,State Supported,Hiawatha,Hiawatha,329,MKE,"Milwaukee (Downtown), Wisconsin",2269,177,38.0,
2024,1,State Supported,Hiawatha,Hiawatha,329,SVT,"Sturtevant, Wisconsin",295,25,43.0,
2024,1,State Supported,Hiawatha,Hiawatha,330,CHI,"Chicago (Union Station), Illinois",9518,17,275.0,
2024,1,State Supported,Hiawatha,Hiawatha,330,GLN,"Glenview, Illinois",139,0,,
